unlocode,name,municipality,iso_country,lat,lon
ITTEF,Santo Stefano di Camastra,Santo Stefano di Camastra,IT,38.01667,14.35
ITTGR,Torregrande,Torregrande,IT,39.9069413,8.5166164
ITTGV,Torre Gaveta,Torre Gaveta,IT,40.81667,14.05
ITTLY,Porto San Vitale,Porto San Vitale,IT,44.43333,12.23333
ITTMI,Termoli,Termoli,IT,41.9983273,14.9939366
ITTMT,Isole Tremiti,Isole Tremiti,IT,42.11667,15.48333
ITTNI,Trani,Trani,IT,41.2781809,16.4186056
ITTOA,Torre Annunziata,Torre Annunziata,IT,40.7525236,14.4550044
ITTPS,Trapani,Trapani,IT,38.01667,12.48333
ITTRC,Terracina,Terracina,IT,41.2871196,13.2492009
ITTRH,Torre Faro,Torre Faro,IT,38.25,15.63333
ITTRI,Termini Imerese,Termini Imerese,IT,37.98333,13.7
ITTRS,Trieste,Trieste,IT,45.6496485,13.7772781
ITTRU,Torre San Giovanni d'Ugento,Torre San Giovanni d'Ugento,IT,39.91667,18.15
ITTTN,Stintino,Stintino,IT,40.93333,8.21667
ITTVC,Torviscosa,Torviscosa,IT,45.81667,13.26667
ITUGG,Muggia,Muggia,IT,45.6,13.76667
ITULE,Zaule,Zaule,IT,45.6,13.8
ITURI,Scauri,Scauri,IT,41.25,13.7
ITUST,Ustica,Ustica,IT,38.7104559,13.1912999
ITVCE,Venezia,Venezia,IT,45.43333,12.33333
ITVDA,Vada,Vada,IT,43.3509463,10.4581803
ITVDL,Vado Ligure,Vado Ligure,IT,44.26667,8.45
ITVEN,Ventimiglia,Ventimiglia,IT,43.78333,7.6
ITVIA,Viareggio,Viareggio,IT,43.8672392,10.2506055
ITVIE,Vieste,Vieste,IT,41.8827595,16.1791791
ITVSG,"Villa San Giovanni, Calabria","Villa San Giovanni, Calabria",IT,38.21667,15.63333
ITVSO,Vasto,Vasto,IT,42.12434,14.705923
ITVT3,Villafranca Tirrena,Villafranca Tirrena,IT,38.23333,15.43333
ITVTI,Voltri,Voltri,IT,44.43333,8.75
ITVTT,Ventotene,Ventotene,IT,40.796002,13.431213
ITVUL,Vulcano porto,Vulcano porto,IT,38.4136719,14.9531425
ITVVA,Vibo Valentia,Vibo Valentia,IT,38.6748544,16.0985276
ITVZN,Vernazza,Vernazza,IT,44.13333,9.68333
ITZQQ,Polignano a Mare,Polignano a Mare,IT,41,17.21667
JESAB,Saint Aubin,Saint Aubin,JE,49.18333,-2.16667
JESCJ,Saint Clement,Saint Clement,JE,49.16667,-2.06667
JESTH,Saint Hélier,Saint Hélier,JE,49.18333,-2.1
JMALP,Alligator Pond,Alligator Pond,JM,17.8698599,-77.566115
JMBLR,Black River,Black River,JM,18.0241677,-77.8480102
JMBWN,Bowden,Bowden,JM,17.8895747,-76.3130602
JMFMH,Falmouth,Falmouth,JM,18.4929078,-77.6574376
JMKIN,Kingston,Kingston,JM,17.9712148,-76.7928128
JMMBJ,Montego Bay,Montego Bay,JM,18.4724603,-77.9217357
JMOCJ,Ocho Rios,Ocho Rios,JM,18.4081045,-77.1011092
JMORC,Oracabessa,Oracabessa,JM,18.4,-76.95
JMPEV,Port Esquivel,Port Esquivel,JM,17.8923028,-77.1297726
JMPHE,Port Henderson,Port Henderson,JM,17.95,-76.88333
JMPKS,Port Kaiser,Port Kaiser,JM,17.8626554,-77.603837
JMPMO,Port Morant,Port Morant,JM,17.8943904,-76.3076464
JMPOT,Port Antonio,Port Antonio,JM,18.175168,-76.4474201
JMPRO,Port Royal,Port Royal,JM,17.9360762,-76.8417961
JMRIB,Rio Bueno,Rio Bueno,JM,18.4709288,-77.4610999
JMROP,Rocky Point,Rocky Point,JM,17.7724771,-77.259905
JMSAW,Saint Ann's Bay,Saint Ann's Bay,JM,18.43333,-77.2
JMSLM,Savanna-la-Mar,Savanna-la-Mar,JM,18.21667,-78.13333
JMSRI,Salt River,Salt River,JM,17.8327829,-77.1757794
JOAQJ,Al 'Aqabah,Al 'Aqabah,JO,29.53333,35
JODAH,Abu Alandah,Abu Alandah,JO,31.9,35.96667
JPAAM,"Ama, Shimane","Ama, Shimane",JP,36.0964998,133.0969413
JPABA,Abashiri,Abashiri,JP,44.0206027,144.2732035
JPABO,Aboshi/Himeji,Aboshi/Himeji,JP,34.789222,134.588833
JPABU,Aburatsu,Aburatsu,JP,31.582929,131.408115
JPACH,Ajisu,Ajisu,JP,34.012556,131.359139
JPAFG,Akitafunagawa,Akitafunagawa,JP,39.88333,139.95
JPAGJ,Aguni,Aguni,JP,26.5817724,127.2288857
JPAGN,Agenosho,Agenosho,JP,33.8963289,132.266331
JPAGS,Ageshima,Ageshima,JP,38.0939035,138.2469382
JPAIG,Aki-gun/Hiroshima,Aki-gun/Hiroshima,JP,34.33333,132.53333
JPAII,Aio,Aio,JP,33.994895,131.4344662
JPAIK,"Aikawa, Niigata","Aikawa, Niigata",JP,38.0212102,138.2331884
JPAIM,Aishima,Aishima,JP,34.503889,131.2776479
JPAIN,Ainoura/Sasebo,Ainoura/Sasebo,JP,33.1745404,129.6567654
JPAIO,Aioi,Aioi,JP,34.78333,134.46667
JPAJI,Aji,Aji,JP,34.3773817,134.1425155
JPAJK,Ajigasawa,Ajigasawa,JP,40.7830009,140.2339123
JPAJN,Ajino,Ajino,JP,34.462419,133.810833
JPAJR,"Ajiro, Shizuoka","Ajiro, Shizuoka",JP,35.0433111,139.0904623
JPAJX,Aja,Aja,JP,26.2390945,127.6901919
JPAKA,Akashi,Akashi,JP,34.6482884,134.993215
JPAKD,Akadomari,Akadomari,JP,37.8674174,138.4084654
JPAKE,Akkeshi,Akkeshi,JP,43.0518221,144.8476917
JPAKK,"Akasaki, Kumamoto","Akasaki, Kumamoto",JP,32.501227,130.333113
JPAKM,Akamizu,Akamizu,JP,31.573594,130.614036
JPAKN,Akune,Akune,JP,32.0143139,130.1927415
JPAKO,Akoh,Akoh,JP,34.754972,134.390333
JPAKT,Akitsu,Akitsu,JP,34.3248436,132.8307401
JPAKZ,Aika,Aika,JP,36.2709404,139.2012784
JPAMA,Amagasaki,Amagasaki,JP,34.7339783,135.4064015
JPAMG,Asamogawa,Asamogawa,JP,35.6875442,135.0198644
JPAMI,Atami,Atami,JP,35.096471,139.0717866
JPAMJ,Amaji,Amaji,JP,32.7997676,132.6536621
JPAMM,"Ama, Hyogo","Ama, Hyogo",JP,34.2197851,134.7347607
JPAMR,Arimura,Arimura,JP,31.5567732,130.666089
JPAMU,Amura,Amura,JP,32.534997,130.43837
JPAMX,AmagasakiNishinomiyaAshiya,AmagasakiNishinomiyaAshiya,JP,34.71667,135.41667
JPANA,Anan,Anan,JP,33.9220102,134.6596974
JPANB,Anbo,Anbo,JP,30.3199183,130.6538703
JPANE,Anegasaki,Anegasaki,JP,35.4850344,140.0174073
JPANM,Anamizu,Anamizu,JP,37.2305548,136.9125817
JPAOE,Aoe,Aoe,JP,34.6127427,133.7576223
JPAOG,Aogashima,Aogashima,JP,32.4663397,139.7632956
JPAOI,Aoki,Aoki,JP,34.3669219,133.6936595
JPAOJ,Aomori,Aomori,JP,40.8222833,140.7472027
JPAOK,Aokata,Aokata,JP,32.98525,129.067528
JPAOM,Omi,Omi,JP,37.901784,139.047492
JPAON,Aonae,Aonae,JP,42.0644266,139.448983
JPAOS,Aoshima,Aoshima,JP,31.799111,131.468425
JPAPP,Koshi,Koshi,JP,32.88333,130.78333
JPARA,Arari,Arari,JP,34.8283131,138.7741855
JPARG,Amurogama,Amurogama,JP,28.2156826,129.2939329
JPARI,"Ariake, Tokyo","Ariake, Tokyo",JP,35.63333,139.78333
JPARK,Arikawa,Arikawa,JP,31.8218926,130.6681708
JPARO,Arao,Arao,JP,32.9867584,130.4334027
JPARZ,Arouzu,Arouzu,JP,34.201735,133.0965111
JPASA,Asa,Asa,JP,34.0680668,131.1829439
JPASI,Asahimachi,Asahimachi,JP,35.555695,139.4396548
JPASJ,Amamioshima,Amamioshima,JP,28.3198743,129.3968408
JPASK,"Akasaki, Tottori","Akasaki, Tottori",JP,35.5106538,133.6390667
JPASM,Asami,Asami,JP,33.843604,132.745387
JPASR,Ashizuri,Ashizuri,JP,32.723333,133.02
JPAST,Ashitoku,Ashitoku,JP,28.4304869,129.6168494
JPASU,Kasuya,Kasuya,JP,33.61667,130.48333
JPASW,Asakawa,Asakawa,JP,33.6504014,134.3805843
JPASZ,"Ashiya, Fukuoka","Ashiya, Fukuoka",JP,33.8938681,130.6638297
JPATA,Ataka,Ataka,JP,41.4014805,141.4677721
JPATK,Atsuki,Atsuki,JP,33.8609724,132.1486187
JPATM,Atsumi,Atsumi,JP,34.6550135,137.0668015
JPAUI,Asakuchi,Asakuchi,JP,34.51667,133.58333
JPAWA,Awa,Awa,JP,26.6096516,127.914387
JPAWS,Awashima,Awashima,JP,34.2710884,133.6304969
JPAWZ,Awazu,Awazu,JP,34.1583913,134.6112192
JPAXT,Akita,Akita,JP,39.7197629,140.1034669
JPAXZ,Zushi,Zushi,JP,35.28333,139.58333
JPAYU,Ayukawa,Ayukawa,JP,38.2951812,141.5067457
JPAZJ,"Ajiro, Tottori","Ajiro, Tottori",JP,35.5845718,134.2952484
JPAZU,Azu,Azu,JP,35.828873,139.333024
JPBEP,"Beppu, Shimane","Beppu, Shimane",JP,35.1005851,132.5349211
JPBIZ,Bizen,Bizen,JP,34.73333,134.18333
JPBKW,Shibukawa,Shibukawa,JP,36.48333,139
JPBOM,Boma,Boma,JP,27.8072707,128.9793849
JPBPU,"Beppu, Oita","Beppu, Oita",JP,33.284611,131.491278
JPBYO,Byobu,Byobu,JP,36.046846,139.783221
JPCHB,Chiba,Chiba,JP,35.6070629,140.1062653
JPCHF,Chofu,Chofu,JP,33.998883,130.990783
JPCHG,Chigasaki,Chigasaki,JP,35.31667,139.4
JPCHH,Chichii,Chichii,JP,36.08313,133.1132054
JPCHI,China,China,JP,27.3385068,128.574157
JPCHO,Choshi,Choshi,JP,35.7345338,140.8272667
JPCHU,Churui,Churui,JP,43.7220226,145.0896705
JPCHW,Chimu Wan,Chimu Wan,JP,26.38333,127.91667
JPCKM,Chikumi,Chikumi,JP,35.5639312,133.1344616
JPCNS,Chinase,Chinase,JP,28.3788938,129.4513357
JPCTA,Chita,Chita,JP,34.970089,136.860738
JPCYU,Chiryu,Chiryu,JP,35,137.05
JPCYZ,Chiyozaki,Chiyozaki,JP,34.6694841,135.4774044
JPDAT,Date,Date,JP,42.4720144,140.8647245
JPDTU,Daito,Daito,JP,34.7120151,135.6235341
JPEGS,Eigashima,Eigashima,JP,34.6776971,134.9195703
JPEII,Ei,Ei,JP,34.4589507,134.8231992
JPEIS,Eishi,Eishi,JP,31.8236795,129.8733973
JPEJM,Ejima,Ejima,JP,38.3675137,141.0736925
JPEKZ,Enokizu,Enokizu,JP,33.2030488,130.3784847
JPEMM,Erimo,Erimo,JP,42.0163463,143.1487225
JPEMU,Emukae,Emukae,JP,33.309361,129.628889
JPENA,Ena,Ena,JP,35.4492674,137.412703
JPENN,En,En,JP,28.4645225,129.5890188
JPENR,"Enoura, Kagawa","Enoura, Kagawa",JP,34.3685074,133.7136831
JPESI,Esashi/Hiyama,Esashi/Hiyama,JP,41.8690714,140.1272235
JPESK,Esaki,Esaki,JP,34.64204,131.6511002
JPESM,Eshima,Eshima,JP,35.5140413,133.1948927
JPESS,Esashi/Soya,Esashi/Soya,JP,44.9386724,142.5814208
JPETA,Etajima,Etajima,JP,34.1749619,132.4622276
JPETM,Etomo,Etomo,JP,35.527832,132.9769575
JPEZA,Ezaki,Ezaki,JP,34.6221725,133.9597748
JPFAE,"Fukae, Nagasaki","Fukae, Nagasaki",JP,33.3036235,129.6250023
JPFCM,Fuchinomoto,Fuchinomoto,JP,32.7695222,128.6510181
JPFGW,Futagawa,Futagawa,JP,31.575084,130.800754
JPFHR,Furubira,Furubira,JP,43.2639952,140.6387142
JPFJN,Fujino,Fujino,JP,31.616968,130.627643
JPFKD,Fukuda,Fukuda,JP,34.521673,133.284186
JPFKE,"Fukue, Aichi","Fukue, Aichi",JP,35.145623,136.912487
JPFKH,"Fukae, Hiroshima","Fukae, Hiroshima",JP,34.6978753,133.1129614
JPFKI,Fukai,Fukai,JP,24.4509879,124.2145371
JPFKJ,Fukui,Fukui,JP,36.061751,136.2260542
JPFKK,"Fukaura, Aomori","Fukaura, Aomori",JP,40.6473448,139.927454
JPFKM,"Fukushima, Nagasaki","Fukushima, Nagasaki",JP,33.35,129.8
JPFKR,"Fukaura, Ehime","Fukaura, Ehime",JP,32.948455,132.5915329
JPFKU,"Fukushima, Hokkaido","Fukushima, Hokkaido",JP,41.46667,140.25
JPFKY,"Fukuyama, Hiroshima","Fukuyama, Hiroshima",JP,34.485861,133.362305
JPFMD,Futamado,Futamado,JP,32.431999,130.391982
JPFMS,"Fukushima, Miyazaki","Fukushima, Miyazaki",JP,31.46667,131.21667
JPFMT,"Futamata, Kagoshima","Futamata, Kagoshima",JP,31.623209,130.658064
JPFNA,Funaya,Funaya,JP,33.935588,133.207116
JPFNB,Funabashi,Funabashi,JP,35.6945835,139.9825387
JPFND,Funadomari,Funadomari,JP,44.2610515,145.364254
JPFNK,Funagawa,Funagawa,JP,39.8815193,139.8433399
JPFNR,Funaura,Funaura,JP,24.4072992,123.8079954
JPFNS,Funakoshi,Funakoshi,JP,32.9470054,132.502144
JPFNU,Funauki,Funauki,JP,24.3382581,123.7280071
JPFRA,"Fukura, Hyogo","Fukura, Hyogo",JP,34.2551743,134.7249415
JPFRK,Furuike,Furuike,JP,34.7278757,134.3251026
JPFRM,"Furue, Miyazaki","Furue, Miyazaki",JP,32.7110865,131.8182079
JPFRS,"Furusato, Nagasaki","Furusato, Nagasaki",JP,34.6629345,129.4660234
JPFSH,Funakakushi,Funakakushi,JP,41.5155536,140.3734052
JPFSK,Fushiki,Fushiki,JP,36.485198,137.2429642
JPFST,"Furusato, Kagoshima","Furusato, Kagoshima",JP,27.36667,128.63333
JPFTE,Futae,Futae,JP,32.539286,130.13489
JPFTG,Futago,Futago,JP,35.5038798,133.1623807
JPFTM,Futenma,Futenma,JP,26.294537,127.773764
JPFTS,"Futtsu, Chiba","Futtsu, Chiba",JP,35.304083,139.857028
JPFTT,"Futamata, Shimane","Futamata, Shimane",JP,36.1476385,133.1235021
JPFTX,Fushikitoyama,Fushikitoyama,JP,36.8,137.11667
JPFUE,Fuke,Fuke,JP,34.3145331,135.14894
JPFUJ,"Fukue, Nagasaki","Fukue, Nagasaki",JP,32.695556,128.840806
JPFUM,Fukami,Fukami,JP,32.243958,130.805596
JPFUO,Fukuro,Fukuro,JP,32.15698,130.391746
JPFUR,"Fukuura, Ehime","Fukuura, Ehime",JP,32.918698,132.4959867
JPFUW,Fukawa,Fukawa,JP,36.0354096,139.7899103
JPFYM,"Fukuyama, Kagoshima","Fukuyama, Kagoshima",JP,31.6678853,130.8498107
JPGAM,Gamagori,Gamagori,JP,34.833929,137.225163
JPGKA,Gushikawa,Gushikawa,JP,26.35,127.86667
JPGKN,Gokan,Gokan,JP,34.532341,133.984553
JPGKS,Gokasho,Gokasho,JP,35.1544353,136.1951972
JPGNG,Gunge,Gunge,JP,34.4731449,134.849676
JPGNW,Ginowan,Ginowan,JP,26.2814968,127.7784916
JPGOI,Goi/Ichihara,Goi/Ichihara,JP,35.4524101,140.3803407
JPGON,Gonoura,Gonoura,JP,33.7483935,129.6841613
JPGOO,Gobo Wakayama,Gobo Wakayama,JP,33.88333,135.15
JPGOT,Gohtsu,Gohtsu,JP,35.011778,132.217667
JPGTK,Kitanagoya,Kitanagoya,JP,35.23333,136.85
JPGTO,Goto,Goto,JP,32.68333,128.83333
JPHAA,Hami,Hami,JP,31.3408125,131.0318724
JPHAB,"Habu, Hiroshima","Habu, Hiroshima",JP,34.283583,133.1785
JPHAD,Heda,Heda,JP,35.6154647,134.469005
JPHAG,Hagi,Hagi,JP,34.4074815,131.399194
JPHAH,Hashima,Hashima,JP,35.3195107,136.7027348
JPHAI,Haiki,Haiki,JP,33.1381212,129.7958619
JPHAM,Hamasarufutsu,Hamasarufutsu,JP,45.2743174,142.2278492
JPHAN,Hannan,Hannan,JP,34.3595067,135.2398397
JPHAR,Hara,Hara,JP,35.9700234,138.2438637
JPHAS,Hashihama,Hashihama,JP,34.105116,132.9722962
JPHBB,"Habu, Yamaguchi","Habu, Yamaguchi",JP,34.0452612,131.0875011
JPHBK,Hibikishinko,Hibikishinko,JP,33.98333,130.75
JPHBO,Haboro,Haboro,JP,44.3608389,141.6973716
JPHDA,Handa,Handa,JP,34.8938136,136.9369523
JPHDK,Hidaka,Hidaka,JP,33.9259155,135.141139
JPHDO,Himedo,Himedo,JP,32.4359758,130.4153533
JPHEA,Hiketa,Hiketa,JP,34.2255769,134.3951743
JPHED,Hetono,Hetono,JP,27.811643,128.8959441
JPHEI,Henza,Henza,JP,26.3448642,127.9532897
JPHET,Heta,Heta,JP,31.1733556,130.7650924
JPHGN,Higashisonogi-Gun Cho,Higashisonogi-Gun Cho,JP,32.03333,129.91667
JPHGU,Hirugaura,Hirugaura,JP,34.3201705,129.27917
JPHHE,Hachinohe,Hachinohe,JP,40.5122388,141.4882959
JPHHR,Higashiharima,Higashiharima,JP,34.707778,134.8125
JPHIA,Hiagari/Kitakiushu,Hiagari/Kitakiushu,JP,33.8904573,130.8606066
JPHIB,Hibi,Hibi,JP,34.45772,133.922907
JPHIC,Hitachinaka,Hitachinaka,JP,36.3961235,140.5353397
JPHIE,Hikone,Hikone,JP,35.2744066,136.2596539
JPHIJ,Hiroshima,Hiroshima,JP,34.3917241,132.4517589
JPHIK,Hiki,Hiki,JP,33.5727855,135.4364812
JPHIM,Himeji,Himeji,JP,34.8153529,134.6854793
JPHIN,Hinase,Hinase,JP,34.7072501,134.2872751
JPHIO,Higashi-Ogishima,Higashi-Ogishima,JP,35.4960409,139.7554029
JPHIR,Hiroo,Hiroo,JP,42.285532,143.3116162
JPHIS,Hikoshima,Hikoshima,JP,33.9327075,130.9095929
JPHIU,Hiratsuka,Hiratsuka,JP,35.31667,139.35
JPHJA,Honjima,Honjima,JP,34.384853,133.7723301
JPHJI,Hiji,Hiji,JP,33.3690119,131.5322622
JPHJM,Hamajima,Hamajima,JP,34.301258,136.7540149
JPHJO,Hojo,Hojo,JP,33.978983,132.779623
JPHKD,Hakodate,Hakodate,JP,41.768793,140.729008
JPHKJ,Hamasaka,Hamasaka,JP,35.6261047,134.4498004
JPHKK,Hyakkan,Hyakkan,JP,34.300715,133.275754
JPHKM,Honkushima,Honkushima,JP,33.2220394,132.5229191
JPHKN,Hekinan,Hekinan,JP,34.86505,136.984523
JPHKR,Hikari,Hikari,JP,33.9615807,131.9425203
JPHKT,Hakata/Fukuoka,Hakata/Fukuoka,JP,33.6,130.41667
JPHMA,Hishima,Hishima,JP,34.48473,131.379666
JPHMC,Hamochi,Hamochi,JP,37.8714997,138.2872295
JPHMD,Hamada,Hamada,JP,34.8991982,132.0799984
JPHMG,Hamaguri,Hamaguri,JP,33.224867,132.5308042
JPHMH,Himeshima,Himeshima,JP,33.7239408,131.6457316
JPHMI,Hatami,Hatami,JP,34.1800844,132.5488852
JPHMJ,Himi,Himi,JP,36.8645966,136.9704027
JPHMK,Himekawa,Himekawa,JP,37.040639,137.839806
JPHMM,Hamamatsu,Hamamatsu,JP,34.7109786,137.7259431
JPHMN,Hamana,Hamana,JP,34.7915572,137.7831328
JPHMR,Hamura,Hamura,JP,35.76667,139.3
JPHMW,Hamawaki,Hamawaki,JP,33.2594222,131.4905137
JPHMX,Hamasaki,Hamasaki,JP,33.4473775,130.0338792
JPHNE,Hane,Hane,JP,33.6559114,131.509653
JPHNG,Hinagu,Hinagu,JP,32.4438868,130.5840802
JPHNJ,"Honjo, Kyoto","Honjo, Kyoto",JP,35.2653092,135.4028771
JPHNK,Hanasaki,Hanasaki,JP,43.2911075,145.5825162
JPHNN,Honmoku,Honmoku,JP,35.4190153,139.654181
JPHNS,Hinoshima,Hinoshima,JP,32.383296,130.4169245
JPHNY,Hanyu,Hanyu,JP,35.4906379,133.1726589
JPHOD,Hondo,Hondo,JP,32.448945,130.162446
JPHOF,Hofu,Hofu,JP,34.03333,131.56667
JPHON,"Honjo, Akita","Honjo, Akita",JP,39.3844761,140.054273
JPHOS,"Hoshika, Saga","Hoshika, Saga",JP,33.4535005,129.7914504
JPHOT,Hotokegaura,Hotokegaura,JP,41.311944,140.809167
JPHPP,Hoppozaki,Hoppozaki,JP,32.2096245,130.1106347
JPHRA,Hirao,Hirao,JP,33.9380958,132.073375
JPHRD,Hirado,Hirado,JP,33.3680705,129.5539153
JPHRE,Horie,Horie,JP,35.6566696,139.8928495
JPHRH,Hirohata,Hirohata,JP,34.7863707,135.4018558
JPHRJ,Hirai,Hirai,JP,34.153714,131.463727
JPHRK,Hirakata,Hirakata,JP,34.8144363,135.6507278
JPHRM,Haramachi,Haramachi,JP,37.6679329,141.0150918
JPHRO,Hiro,Hiro,JP,33.6704625,130.2938327
JPHRR,Hirara,Hirara,JP,24.8032045,125.3029776
JPHRS,Hirase,Hirase,JP,33.765098,135.587296
JPHRW,Hiraiwa,Hiraiwa,JP,32.3783673,131.6214147
JPHSG,Saga,Saga,JP,33.2639134,130.3008378
JPHSH,Hashi,Hashi,JP,36.0750745,133.0173325
JPHSK,Hamasako,Hamasako,JP,32.7390066,128.657906
JPHSM,Hososhima,Hososhima,JP,32.4244896,131.666616
JPHSN,Hisanohama,Hisanohama,JP,37.149722,141.000667
JPHSS,Hase,Hase,JP,35.3152653,139.5370102
JPHSU,Hamasuki,Hamasuki,JP,32.2004251,130.1183245
JPHSW,Hirasawa,Hirasawa,JP,39.2875198,139.9564774
JPHTC,Hitachi,Hitachi,JP,36.5991225,140.6504604
JPHTK,Hitakatsu,Hitakatsu,JP,34.6579573,129.4612598
JPHTM,"Futami, Tokyo","Futami, Tokyo",JP,27.0954484,142.1995631
JPHTO,Hatoma,Hatoma,JP,24.46667,123.76667
JPHTS,Hitsushima,Hitsushima,JP,34.5145228,131.3861284
JPHTT,Hata,Hata,JP,33.8823819,130.9731725
JPHUD,Hoda,Hoda,JP,35.759811,140.524629
JPHUR,Hannoura,Hannoura,JP,35.503823,136.1841994
JPHUT,"Futami, Niigata","Futami, Niigata",JP,37.9767308,138.2557082
JPHYK,Hayakawa,Hayakawa,JP,34.1918009,133.0398233
JPHYM,Hayama,Hayama,JP,35.2719497,139.5860744
JPHYR,Hyakunoura,Hyakunoura,JP,33.2242847,132.5250425
JPHYS,Hisayoshi,Hisayoshi,JP,32.9425377,132.5461734
JPHYT,Hayato,Hayato,JP,37.4650153,139.6000056
JPIBR,Iburi,Iburi,JP,32.7983034,132.9680482
JPIBS,Ibusuki,Ibusuki,JP,31.2527953,130.6333097
JPICH,Ichihara,Ichihara,JP,35.497775,140.1156996
JPICK,Ichikawa,Ichikawa,JP,35.721634,139.9309444
JPICO,Ichikikushikino,Ichikikushikino,JP,31.71667,130.26667
JPICW,Ishikariwan Shinko,Ishikariwan Shinko,JP,43.1920757,141.2756562
JPIDA,Iida,Iida,JP,37.4346618,137.2649146
JPIEJ,Iejima/Okinawa,Iejima/Okinawa,JP,26.716111,127.790278
JPIER,Ieura,Ieura,JP,34.4802916,134.0567466
JPIES,"Ieshima, Hyogo","Ieshima, Hyogo",JP,34.675611,134.532028
JPIGO,Igo,Igo,JP,36.3292152,133.2736659
JPIHA,Niihama,Niihama,JP,33.9603497,133.2835899
JPIHO,Ihota,Ihota,JP,33.9427903,132.453103
JPIIB,Iibi,Iibi,JP,36.3054551,133.3340746
JPIIN,Nishinoomote,Nishinoomote,JP,30.7325356,130.9970786
JPIKA,"Ikeda, Kagawa","Ikeda, Kagawa",JP,34.4883409,134.2466653
JPIKC,Ikuchi,Ikuchi,JP,34.2864597,133.1092406
JPIKD,"Ikeda, Wakayama","Ikeda, Wakayama",JP,33.7279155,135.995505
JPIKE,Ikeshima,Ikeshima,JP,32.9243747,132.6868415
JPIKJ,Isshiki,Isshiki,JP,35.26866,139.589695
JPIKK,Ikitsuki,Ikitsuki,JP,33.38333,129.43333
JPIKN,Ikina,Ikina,JP,34.270477,133.178516
JPIKR,Ikara,Ikara,JP,32.2183555,130.2065511
JPIKT,Ikata,Ikata,JP,33.4896014,132.3560996
JPIKU,Ikunohama,Ikunohama,JP,34.3815912,133.7594878
JPIKW,Ishikawa,Ishikawa,JP,26.41667,127.81667
JPIMA,Imafuku,Imafuku,JP,35.5123902,135.1909028
JPIMB,Imabari,Imabari,JP,34.0658182,132.9976758
JPIMI,Imari,Imari,JP,33.2644557,129.8808439
JPIMM,Imi,Imi,JP,33.6804142,131.5971902
JPIMT,Imazato,Imazato,JP,34.2882948,129.2160563
JPIMZ,Imazu,Imazu,JP,33.6066691,130.2571973
JPINA,Ina,Ina,JP,34.5628385,129.3145323
JPINE,Ine,Ine,JP,35.6751344,135.2727378
JPING,Inugaura,Inugaura,JP,34.539899,129.3322563
JPINO,Inobe,Inobe,JP,27.4125572,128.6422634
JPINS,Innoshima,Innoshima,JP,34.2955643,133.1441446
JPINZ,Inujima,Inujima,JP,34.5631348,134.1023057
JPIOU,"Iwojima, Kagoshima","Iwojima, Kagoshima",JP,30.790833,130.296111
JPIRK,Irago,Irago,JP,34.581186,137.015375
JPISA,Issai,Issai,JP,32.7839032,132.644183
JPISB,Ishiba,Ishiba,JP,35.0025618,135.8757251
JPISC,Ishiwaki,Ishiwaki,JP,35.5172504,133.9505908
JPISD,Ishida,Ishida,JP,32.6721966,130.3253781
JPISE,Ise,Ise,JP,34.4875944,136.7092334
JPISG,Ishigaki,Ishigaki,JP,24.33333,124.15
JPISH,Ishima,Ishima,JP,34.5016407,134.0141487
JPISI,Ishikari,Ishikari,JP,43.171677,141.3159605
JPISK,Iseki,Iseki,JP,30.7783704,131.0632165
JPISM,Ishinomaki,Ishinomaki,JP,38.4341281,141.3028087
JPISX,Isozaki,Isozaki,JP,38.385725,141.0813557
JPISY,Isahaya,Isahaya,JP,32.843426,130.0530537
JPITJ,"Itoh, Shizuoka","Itoh, Shizuoka",JP,34.965722,139.101861
JPITK,Itako,Itako,JP,35.9468365,140.5555421
JPITS,Itsukushima,Itsukushima,JP,34.271448,132.3088722
JPIUH,"Inokuchi, Ehime","Inokuchi, Ehime",JP,34.2645247,133.0383351
JPIWA,Iwamatsu,Iwamatsu,JP,33.11825,132.499587
JPIWG,"Iwagi,Ehime","Iwagi,Ehime",JP,34.2534818,133.1453121
JPIWH,Iwafune,Iwafune,JP,36.74197,138.356329
JPIWI,Iwaki,Iwaki,JP,37.0504227,140.8876338
JPIWK,Iwakuni,Iwakuni,JP,34.1664995,132.2191163
JPIWN,Iwanai,Iwanai,JP,42.9797765,140.5147577
JPIWY,Iwaya,Iwaya,JP,34.5855364,135.0028858
JPIYA,Iya,Iya,JP,35.4293088,133.1535822
JPIYM,Iyomishima,Iyomishima,JP,33.980694,133.549194
JPIYO,Iyo,Iyo,JP,33.7578962,132.7039458
JPIZH,Izuhara,Izuhara,JP,34.2022882,129.288952
JPIZI,"Izumi, Nagasaki","Izumi, Nagasaki",JP,34.6794525,129.4683409
JPIZM,"Izumi, Aichi","Izumi, Aichi",JP,35.176388,136.915793
JPIZO,Izumo,Izumo,JP,35.3668891,132.7548827
JPIZS,Izumisano,Izumisano,JP,34.394629,135.322725
JPIZU,Izuka,Izuka,JP,33.646594,130.6911579
JPIZW,Inazawa,Inazawa,JP,35.25,136.78333
JPJKT,Kotoura,Kotoura,JP,35.495189,133.692815
JPJKW,Jokawauchi,Jokawauchi,JP,32.136373,130.129653
JPJTS,Joetsu,Joetsu,JP,37.15,138.23333
JPKAA,Kada,Kada,JP,34.2763495,135.0774197
JPKAC,Kasaura,Kasaura,JP,35.578627,133.1291401
